"person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length","log_person_income"
23,61455,"MORTGAGE",0,"MEDICAL","E",15000,16.82,"1",0.21,"N",3,11.0260604786491
24,86700,"RENT",2,"EDUCATION","A",11200,NA,"0",0.13,"N",4,11.3702091627686
22,78400,"MORTGAGE",2,"VENTURE","D",5000,17.49,"0",0.06,"Y",3,11.2695792063385
24,78400,"MORTGAGE",5,"VENTURE","C",17400,13.48,"0",0.22,"N",2,11.2695792063385
26,100016,"RENT",10,"EDUCATION","C",11200,13.98,"0",0.11,"Y",2,11.5130854521716
24,78500,"MORTGAGE",8,"VENTURE","A",6000,7.49,"0",0.08,"N",4,11.2708539037705
23,78500,"MORTGAGE",7,"EDUCATION","A",7200,7.49,"0",0.09,"N",3,11.2708539037705
25,72500,"MORTGAGE",3,"VENTURE","D",16000,15.28,"1",0.22,"Y",4,11.1913418408428
23,78500,"MORTGAGE",7,"DEBTCONSOLIDATION","A",4800,7.14,"0",0.06,"N",4,11.2708539037705
24,110000,"RENT",1,"EDUCATION","A",11200,7.49,"0",0.1,"N",4,11.6082356447746
25,78500,"MORTGAGE",9,"DEBTCONSOLIDATION","A",16000,7.88,"0",0.2,"N",2,11.2708539037705
24,180000,"RENT",3,"PERSONAL","A",11200,5.79,"0",0.06,"N",4,12.1007121298723
22,72644,"MORTGAGE",3,"PERSONAL","A",5900,7.49,"1",0.08,"N",3,11.1933260778384
26,61754,"MORTGAGE",7,"MEDICAL","D",10000,14.83,"1",0.14,"N",4,11.0309140297202
21,35000,"RENT",5,"MEDICAL","C",11300,13.49,"1",0.32,"N",3,10.4631033404715
26,41892,"RENT",8,"EDUCATION","C",11300,13.22,"0",0.27,"N",4,10.642850156893
22,78792,"MORTGAGE",4,"EDUCATION","D",5500,14.61,"0",0.07,"N",4,11.2745667478495
22,72955,"MORTGAGE",6,"PERSONAL","B",7500,NA,"1",0.1,"N",2,11.1975980916981
22,45000,"RENT",6,"EDUCATION","C",11300,13.48,"0",0.25,"Y",2,10.7144177687525
23,71000,"RENT",7,"MEDICAL","A",11300,7.49,"0",0.16,"N",2,11.1704351560235
21,29000,"RENT",5,"DEBTCONSOLIDATION","B",11325,9.91,"1",0.39,"N",3,10.2750511089686
22,79000,"MORTGAGE",6,"MEDICAL","A",10375,6.62,"0",0.13,"N",4,11.2772031314492
23,79000,"MORTGAGE",7,"EDUCATION","A",17825,6.62,"0",0.23,"N",2,11.2772031314492
25,36000,"RENT",7,"MEDICAL","B",11325,12.69,"1",0.31,"N",4,10.4912742174382
25,30000,"RENT",10,"VENTURE","A",11400,7.51,"1",0.38,"N",4,10.3089526606443
24,43000,"RENT",3,"MEDICAL","A",11400,NA,"0",0.27,"N",2,10.6689553946757
25,79000,"OWN",3,"VENTURE","A",14000,6.92,"0",0.18,"N",2,11.2772031314492
22,79000,"MORTGAGE",3,"VENTURE","C",35000,13.8,"0",0.44,"Y",2,11.2772031314492
22,50000,"RENT",6,"EDUCATION","D",11400,17.58,"0",0.23,"Y",4,10.8197782844103
22,62050,"MORTGAGE",1,"MEDICAL","C",2000,13.35,"1",0.03,"Y",4,11.0356957906328
24,65000,"RENT",2,"HOMEIMPROVEMENT","B",11400,11.89,"0",0.18,"N",3,11.0821425488778
24,73000,"RENT",1,"DEBTCONSOLIDATION","D",11400,14.84,"1",0.16,"Y",4,11.1982147201305
25,79000,"MORTGAGE",0,"DEBTCONSOLIDATION","A",9000,6.76,"0",0.11,"N",4,11.2772031314492
25,62050,"MORTGAGE",7,"MEDICAL","B",18300,10.62,"1",0.25,"N",3,11.0356957906328
22,79000,"MORTGAGE",6,"EDUCATION","B",10000,10.99,"0",0.13,"N",2,11.2772031314492
23,79000,"MORTGAGE",2,"EDUCATION","A",3200,7.88,"0",0.04,"N",2,11.2772031314492
23,79000,"MORTGAGE",7,"EDUCATION","C",16000,12.73,"0",0.2,"Y",4,11.2772031314492
22,79000,"MORTGAGE",6,"VENTURE","C",11000,13.11,"0",0.14,"Y",4,11.2772031314492
26,79000,"MORTGAGE",6,"PERSONAL","C",14000,13.57,"0",0.18,"Y",3,11.2772031314492
25,79000,"OWN",9,"VENTURE","B",14500,11.48,"0",0.18,"N",3,11.2772031314492
26,79000,"MORTGAGE",4,"DEBTCONSOLIDATION","C",18500,NA,"0",0.23,"Y",3,11.2772031314492
25,79000,"MORTGAGE",2,"MEDICAL","C",15000,13.79,"0",0.19,"N",2,11.2772031314492
25,79000,"MORTGAGE",9,"PERSONAL","B",7500,10.01,"0",0.09,"N",3,11.2772031314492
23,79100,"MORTGAGE",4,"VENTURE","A",3300,5.42,"0",0.04,"N",3,11.2784681537557
24,24000,"RENT",0,"EDUCATION","A",11500,7.51,"1",0.48,"N",3,10.0858091093301
26,79200,"MORTGAGE",8,"MEDICAL","A",6075,6.03,"0",0.08,"N",2,11.2797315778025
24,79200,"OWN",8,"VENTURE","A",3800,6.62,"0",0.05,"N",4,11.2797315778025
23,79200,"MORTGAGE",7,"EDUCATION","A",5000,5.42,"0",0.06,"N",3,11.2797315778025
22,79200,"MORTGAGE",6,"VENTURE","B",4750,10.25,"0",0.06,"N",3,11.2797315778025
26,79380,"MORTGAGE",5,"EDUCATION","C",10000,12.23,"0",0.13,"Y",3,11.2820017263371
24,79400,"MORTGAGE",8,"HOMEIMPROVEMENT","B",12000,9.88,"0",0.15,"N",4,11.2822536472352
26,79500,"MORTGAGE",1,"EDUCATION","B",6000,11.36,"0",0.08,"N",2,11.2835123006424
26,79560,"MORTGAGE",10,"DEBTCONSOLIDATION","B",8000,12.53,"0",0.1,"N",4,11.2842667329679
26,34100,"RENT",0,"DEBTCONSOLIDATION","A",11500,6.62,"1",0.34,"N",3,10.4370526632716
22,79618,"MORTGAGE",6,"EDUCATION","A",7000,7.74,"0",0.09,"N",3,11.2849954769221
21,34500,"RENT",2,"HOMEIMPROVEMENT","D",11500,15.31,"1",0.33,"N",2,10.4487146030195
24,79632,"MORTGAGE",8,"EDUCATION","C",7200,14.17,"0",0.09,"Y",3,11.2851713010983
26,79700,"MORTGAGE",9,"DEBTCONSOLIDATION","B",7200,9.99,"0",0.09,"N",3,11.2860248647783
25,79700,"MORTGAGE",6,"HOMEIMPROVEMENT","A",10000,NA,"0",0.13,"N",4,11.2860248647783
24,79768,"OWN",2,"EDUCATION","C",12000,13.49,"0",0.15,"Y",4,11.2868777005086
23,40000,"OWN",7,"EDUCATION","A",13000,7.29,"0",0.33,"N",4,10.5966347330961
23,79992,"MORTGAGE",7,"DEBTCONSOLIDATION","B",6000,NA,"0",0.08,"N",3,11.2896819086557
23,79996,"MORTGAGE",2,"EDUCATION","E",24000,16.32,"0",0.3,"Y",3,11.289731912406
23,40000,"OWN",6,"EDUCATION","A",3000,7.66,"0",0.07,"N",3,10.5966347330961
26,74000,"MORTGAGE",8,"EDUCATION","B",15000,9.91,"1",0.2,"N",3,11.2118203721863
26,41784,"RENT",0,"EDUCATION","B",11500,10.95,"0",0.28,"N",4,10.6402687701161
26,80000,"MORTGAGE",5,"VENTURE","D",12000,16.29,"0",0.15,"N",2,11.289781913656
25,80000,"MORTGAGE",9,"VENTURE","E",4000,19.03,"0",0.05,"Y",3,11.289781913656
25,42000,"RENT",9,"VENTURE","C",11500,13.79,"0",0.27,"Y",3,10.6454248972655
24,80000,"MORTGAGE",9,"MEDICAL","A",10000,NA,"0",0.13,"N",2,11.289781913656
25,45996,"RENT",3,"VENTURE","C",11500,12.53,"0",0.25,"N",4,10.7363097151686
23,80000,"MORTGAGE",7,"EDUCATION","B",15000,12.42,"0",0.19,"N",2,11.289781913656
26,62900,"MORTGAGE",4,"MEDICAL","A",11000,7.9,"1",0.15,"N",3,11.0493014426885
25,80000,"MORTGAGE",4,"MEDICAL","C",25000,13.49,"0",0.31,"N",2,11.289781913656
24,62500,"RENT",5,"EDUCATION","A",11500,5.79,"0",0.18,"N",3,11.0429218357245
23,80000,"MORTGAGE",3,"DEBTCONSOLIDATION","B",24000,11.71,"0",0.3,"N",3,11.289781913656
24,80000,"MORTGAGE",8,"HOMEIMPROVEMENT","A",18000,7.9,"0",0.23,"N",2,11.289781913656
23,70000,"RENT",2,"VENTURE","B",11500,11.86,"0",0.16,"N",3,11.1562505210315
24,80000,"MORTGAGE",8,"PERSONAL","B",8000,NA,"0",0.1,"N",4,11.289781913656
24,80000,"MORTGAGE",8,"EDUCATION","A",10000,8.9,"0",0.13,"N",4,11.289781913656
24,74000,"RENT",3,"EDUCATION","B",11500,10.74,"0",0.16,"N",3,11.2118203721863
25,80000,"MORTGAGE",9,"DEBTCONSOLIDATION","A",4000,6.62,"0",0.05,"N",2,11.289781913656
24,80000,"MORTGAGE",7,"VENTURE","A",12000,6.62,"0",0.15,"N",2,11.289781913656
26,79000,"RENT",7,"HOMEIMPROVEMENT","B",11500,11.99,"0",0.15,"N",3,11.2772031314492
25,74000,"MORTGAGE",9,"EDUCATION","A",18000,7.9,"1",0.24,"N",2,11.2118203721863
24,125000,"RENT",4,"VENTURE","B",11500,10.38,"0",0.09,"N",2,11.7360690162844
25,77954,"RENT",9,"DEBTCONSOLIDATION","D",11550,16.77,"1",0.15,"N",2,11.2638741881148
26,80000,"MORTGAGE",2,"HOMEIMPROVEMENT","C",4200,14.27,"0",0.05,"N",4,11.289781913656
26,71000,"RENT",0,"MEDICAL","B",11600,10.99,"0",0.16,"N",2,11.1704351560235
23,40000,"RENT",7,"EDUCATION","B",11650,11.99,"0",0.29,"N",4,10.5966347330961
22,80000,"MORTGAGE",6,"VENTURE","B",16000,12.42,"0",0.2,"N",4,11.289781913656
23,57996,"RENT",1,"MEDICAL","C",11650,13.47,"0",0.2,"N",2,10.9681293216331
25,80000,"MORTGAGE",9,"VENTURE","A",6000,6.03,"0",0.07,"N",4,11.289781913656
25,80000,"MORTGAGE",2,"PERSONAL","C",4900,15.27,"0",0.06,"N",4,11.289781913656
26,80000,"MORTGAGE",10,"HOMEIMPROVEMENT","A",7000,6.03,"0",0.09,"N",4,11.289781913656
22,66000,"RENT",6,"DEBTCONSOLIDATION","E",11750,17.14,"1",0.18,"N",2,11.0974100210086
22,44400,"RENT",1,"PERSONAL","C",11775,13.49,"0",0.27,"Y",4,10.7009947484203
22,35000,"RENT",4,"VENTURE","B",11800,10.95,"1",0.34,"N",2,10.4631033404715
25,80000,"MORTGAGE",6,"VENTURE","B",10000,NA,"0",0.13,"N",4,11.289781913656
25,80000,"MORTGAGE",6,"MEDICAL","A",3000,6.03,"0",0.04,"N",2,11.289781913656
26,76000,"RENT",5,"DEBTCONSOLIDATION","C",11800,13.11,"0",0.16,"Y",3,11.2384886192685
22,94000,"RENT",5,"VENTURE","C",11800,13.99,"0",0.13,"N",4,11.4510500612521
23,80000,"MORTGAGE",7,"EDUCATION","D",7000,16.29,"0",0.09,"Y",3,11.289781913656
22,42500,"RENT",7,"MEDICAL","D",11850,14.11,"1",0.28,"Y",2,10.6572593549125
25,50000,"RENT",6,"PERSONAL","B",11875,10.65,"0",0.24,"N",2,10.8197782844103
23,35000,"RENT",2,"DEBTCONSOLIDATION","A",11900,7.66,"1",0.34,"N",3,10.4631033404715
21,50000,"RENT",5,"DEBTCONSOLIDATION","A",11975,NA,"0",0.24,"N",3,10.8197782844103
23,80000,"MORTGAGE",7,"VENTURE","B",22000,10.65,"0",0.28,"N",2,11.289781913656
23,80000,"MORTGAGE",5,"VENTURE","A",2000,7.9,"0",0.03,"N",4,11.289781913656
24,80000,"MORTGAGE",4,"PERSONAL","C",2000,15.27,"0",0.03,"Y",3,11.289781913656
25,20000,"RENT",1,"VENTURE","A",12000,8.07,"1",0.6,"N",4,9.90348755253613
22,80000,"MORTGAGE",6,"EDUCATION","B",35000,NA,"0",0.44,"N",2,11.289781913656
25,80000,"MORTGAGE",5,"VENTURE","A",12000,5.99,"0",0.15,"N",2,11.289781913656
24,80000,"OWN",5,"EDUCATION","C",2200,13.49,"0",0.03,"N",4,11.289781913656
23,74000,"MORTGAGE",5,"DEBTCONSOLIDATION","D",25975,NA,"1",0.35,"N",2,11.2118203721863
22,24000,"RENT",0,"PERSONAL","C",12000,14.79,"1",0.5,"N",2,10.0858091093301
24,24000,"RENT",3,"PERSONAL","B",12000,10.36,"1",0.5,"N",4,10.0858091093301
22,24996,"RENT",4,"PERSONAL","B",12000,9.63,"1",0.48,"N",3,10.126471091049
23,80000,"MORTGAGE",7,"EDUCATION","B",10000,NA,"0",0.13,"N",2,11.289781913656
24,26000,"RENT",5,"MEDICAL","A",12000,7.9,"1",0.46,"N",2,10.1658518170036
25,26000,"RENT",5,"MEDICAL","B",12000,11.99,"1",0.46,"N",3,10.1658518170036
24,26000,"RENT",5,"VENTURE","C",12000,14.26,"1",0.46,"N",3,10.1658518170036
24,80000,"MORTGAGE",8,"HOMEIMPROVEMENT","A",5550,8.49,"0",0.07,"N",2,11.289781913656
24,80000,"MORTGAGE",2,"MEDICAL","B",2500,11.49,"0",0.03,"N",2,11.289781913656
23,28000,"RENT",2,"EDUCATION","C",12000,14.27,"1",0.43,"Y",4,10.2399597891573
24,80000,"MORTGAGE",4,"VENTURE","A",3000,6.99,"0",0.04,"N",2,11.289781913656
24,29000,"RENT",0,"MEDICAL","D",12000,15.05,"1",0.41,"Y",2,10.2750511089686
23,80000,"MORTGAGE",4,"MEDICAL","B",8000,10.99,"0",0.1,"N",3,11.289781913656
24,29435,"RENT",8,"VENTURE","A",12000,7.66,"1",0.41,"N",3,10.2899397214624
26,80000,"MORTGAGE",5,"MEDICAL","A",5000,NA,"0",0.06,"N",3,11.289781913656
22,30000,"RENT",1,"EDUCATION","B",12000,10.99,"1",0.4,"N",3,10.3089526606443
24,30000,"RENT",0,"EDUCATION","A",12000,6.91,"1",0.4,"N",3,10.3089526606443
23,80000,"MORTGAGE",NA,"PERSONAL","A",3000,5.99,"0",0.04,"N",3,11.289781913656
24,80000,"OWN",8,"VENTURE","A",12000,7.49,"0",0.15,"N",3,11.289781913656
22,30000,"RENT",2,"EDUCATION","C",12000,13.72,"1",0.4,"N",2,10.3089526606443
23,80000,"MORTGAGE",3,"VENTURE","A",5500,5.42,"0",0.07,"N",2,11.289781913656
22,30000,"RENT",2,"VENTURE","D",12000,14.46,"1",0.4,"N",2,10.3089526606443
24,80000,"MORTGAGE",8,"VENTURE","C",12000,13.99,"0",0.15,"Y",3,11.289781913656
24,80000,"MORTGAGE",8,"MEDICAL","A",9000,NA,"0",0.11,"N",4,11.289781913656
24,30000,"RENT",0,"PERSONAL","B",12000,11.48,"1",0.4,"N",3,10.3089526606443
25,30000,"RENT",0,"VENTURE","B",12000,11.48,"1",0.4,"N",4,10.3089526606443
22,30000,"RENT",0,"MEDICAL","A",12000,9.32,"1",0.4,"N",3,10.3089526606443
22,80000,"OWN",4,"EDUCATION","B",4800,10.99,"0",0.06,"N",4,11.289781913656
25,80000,"MORTGAGE",2,"VENTURE","A",10000,7.49,"0",0.13,"N",4,11.289781913656
23,80000,"MORTGAGE",3,"EDUCATION","A",6000,5.99,"0",0.07,"N",4,11.289781913656
26,80000,"MORTGAGE",10,"DEBTCONSOLIDATION","B",10800,11.99,"0",0.14,"N",3,11.289781913656
21,80000,"MORTGAGE",5,"EDUCATION","C",5000,12.99,"0",0.06,"N",2,11.289781913656
24,74000,"OWN",8,"DEBTCONSOLIDATION","G",35000,20.11,"1",0.47,"N",3,11.2118203721863
25,80000,"MORTGAGE",9,"DEBTCONSOLIDATION","A",10250,5.42,"0",0.13,"N",4,11.289781913656
22,31200,"RENT",6,"EDUCATION","B",12000,10.39,"1",0.38,"N",2,10.3481733737976
24,32000,"RENT",4,"MEDICAL","A",12000,7.51,"1",0.38,"N",2,10.3734911817819
22,74000,"MORTGAGE",0,"VENTURE","G",19000,20.48,"1",0.26,"Y",2,11.2118203721863
23,74000,"MORTGAGE",7,"PERSONAL","B",2100,NA,"1",0.03,"N",4,11.2118203721863
23,80000,"MORTGAGE",7,"VENTURE","A",4800,7.29,"0",0.06,"N",4,11.289781913656
24,32000,"RENT",1,"MEDICAL","A",12000,7.29,"1",0.38,"N",2,10.3734911817819
22,80000,"MORTGAGE",4,"PERSONAL","A",7250,NA,"0",0.09,"N",3,11.289781913656
24,32000,"RENT",5,"EDUCATION","C",12000,13.85,"1",0.38,"N",3,10.3734911817819
26,74000,"MORTGAGE",0,"DEBTCONSOLIDATION","E",16800,16.4,"1",0.23,"Y",4,11.2118203721863
26,32000,"RENT",6,"MEDICAL","A",12000,8.94,"1",0.38,"N",3,10.3734911817819
21,32000,"RENT",0,"PERSONAL","B",12000,NA,"1",0.38,"N",4,10.3734911817819
25,80000,"MORTGAGE",5,"HOMEIMPROVEMENT","C",14625,12.68,"0",0.18,"Y",4,11.289781913656
22,32500,"RENT",0,"MEDICAL","B",12000,11.49,"1",0.37,"N",2,10.3889953683178
23,33000,"RENT",8,"DEBTCONSOLIDATION","A",12000,8.49,"1",0.36,"N",3,10.4042628404486
22,33504,"RENT",3,"PERSONAL","C",12000,13.98,"1",0.36,"Y",3,10.4194201136703
24,80000,"MORTGAGE",8,"PERSONAL","D",25000,14.46,"0",0.31,"Y",2,11.289781913656
23,33504,"RENT",5,"VENTURE","C",12000,13.11,"1",0.36,"Y",4,10.4194201136703
22,33600,"RENT",5,"PERSONAL","B",12000,9.91,"1",0.36,"N",4,10.4222813459513
21,33600,"RENT",2,"MEDICAL","B",12000,11.12,"1",0.36,"N",3,10.4222813459513
26,80000,"MORTGAGE",0,"EDUCATION","A",6300,5.79,"0",0.08,"N",4,11.289781913656
24,34000,"RENT",8,"MEDICAL","B",12000,11.71,"1",0.35,"N",4,10.4341158035983
24,80000,"MORTGAGE",2,"PERSONAL","A",20000,6.54,"0",0.25,"N",4,11.289781913656
23,80000,"OWN",7,"PERSONAL","B",9000,9.62,"0",0.11,"N",2,11.289781913656
25,80000,"MORTGAGE",0,"VENTURE","A",12000,6.91,"0",0.15,"N",2,11.289781913656
26,80000,"MORTGAGE",3,"EDUCATION","A",18000,5.79,"0",0.23,"N",4,11.289781913656
23,34000,"RENT",5,"DEBTCONSOLIDATION","C",12000,12.84,"1",0.35,"N",4,10.4341158035983
25,80000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",18000,5.79,"0",0.23,"N",2,11.289781913656
26,80000,"MORTGAGE",6,"MEDICAL","A",2000,6.91,"0",0.03,"N",3,11.289781913656
25,80000,"MORTGAGE",9,"MEDICAL","A",3000,6.17,"0",0.04,"N",4,11.289781913656
25,80000,"MORTGAGE",5,"EDUCATION","B",25000,10.36,"0",0.31,"N",3,11.289781913656
25,80000,"MORTGAGE",0,"MEDICAL","A",10000,5.79,"0",0.13,"N",4,11.289781913656
22,40000,"OWN",0,"EDUCATION","A",6000,8,"0",0.15,"N",3,10.5966347330961
26,34138,"RENT",3,"DEBTCONSOLIDATION","B",12000,10.39,"1",0.35,"N",2,10.4381664123243
22,34500,"RENT",3,"EDUCATION","D",12000,14.84,"1",0.35,"Y",2,10.4487146030195
24,34500,"RENT",4,"MEDICAL","B",12000,10.38,"1",0.35,"N",2,10.4487146030195
23,80000,"OWN",7,"VENTURE","B",25000,9.99,"0",0.31,"N",3,11.289781913656
25,80000,"MORTGAGE",4,"VENTURE","C",15000,12.61,"0",0.19,"Y",4,11.289781913656
24,80000,"MORTGAGE",6,"PERSONAL","A",16000,7.88,"0",0.2,"N",2,11.289781913656
22,80000,"MORTGAGE",0,"MEDICAL","C",2000,14.72,"0",0.03,"Y",3,11.289781913656
25,40000,"OWN",5,"EDUCATION","C",6000,13.47,"0",0.15,"Y",3,10.5966347330961
21,40000,"OWN",1,"EDUCATION","C",15000,13.16,"0",0.38,"N",2,10.5966347330961
23,74000,"MORTGAGE",3,"VENTURE","C",10000,NA,"1",0.14,"Y",3,11.2118203721863
23,35000,"RENT",3,"DEBTCONSOLIDATION","B",12000,10,"1",0.34,"N",4,10.4631033404715
23,80000,"MORTGAGE",8,"EDUCATION","D",8000,15.58,"0",0.1,"N",4,11.289781913656
24,80000,"MORTGAGE",8,"DEBTCONSOLIDATION","C",24000,14.35,"0",0.3,"Y",3,11.289781913656
25,29004,"RENT",5,"PERSONAL","C",12000,12.84,"1",0.41,"Y",4,10.2751890304915
25,80000,"OWN",3,"EDUCATION","C",10000,14.72,"0",0.13,"Y",3,11.289781913656
24,40000,"OWN",7,"EDUCATION","C",2000,12.53,"0",0.05,"N",4,10.5966347330961
25,36000,"RENT",0,"MEDICAL","B",12000,9.91,"1",0.33,"N",3,10.4912742174382
26,30000,"RENT",4,"DEBTCONSOLIDATION","B",12000,11.11,"1",0.4,"N",3,10.3089526606443
23,80000,"MORTGAGE",7,"PERSONAL","A",4000,7.51,"0",0.05,"N",3,11.289781913656
24,80000,"MORTGAGE",0,"EDUCATION","A",18000,7.51,"0",0.23,"N",3,11.289781913656
23,40000,"OWN",0,"VENTURE","A",6400,8.32,"0",0.16,"N",3,10.5966347330961
24,36000,"RENT",7,"MEDICAL","B",12000,8.88,"1",0.33,"N",4,10.4912742174382
25,36000,"RENT",NA,"EDUCATION","A",12000,5.79,"1",0.33,"N",3,10.4912742174382
22,36000,"RENT",6,"VENTURE","B",12000,11.49,"1",0.33,"N",2,10.4912742174382
23,80000,"MORTGAGE",NA,"EDUCATION","B",25000,10.25,"0",0.31,"N",4,11.289781913656
25,62900,"MORTGAGE",9,"MEDICAL","D",8825,15.7,"1",0.12,"Y",3,11.0493014426885
21,36780,"RENT",2,"DEBTCONSOLIDATION","B",12000,11.49,"1",0.33,"N",4,10.5127094981583
25,31008,"RENT",2,"DEBTCONSOLIDATION","C",12000,13.79,"1",0.39,"N",4,10.3420005146905
24,80000,"MORTGAGE",8,"EDUCATION","B",18000,10.62,"0",0.23,"N",2,11.289781913656
23,80000,"MORTGAGE",1,"EDUCATION","C",12000,13.48,"0",0.15,"Y",4,11.289781913656
24,80000,"MORTGAGE",8,"PERSONAL","C",12000,13.48,"0",0.15,"Y",4,11.289781913656
22,80000,"MORTGAGE",6,"DEBTCONSOLIDATION","A",10000,7.14,"0",0.13,"N",4,11.289781913656
26,80000,"MORTGAGE",10,"EDUCATION","D",15000,16.07,"0",0.19,"N",2,11.289781913656
26,80000,"MORTGAGE",10,"VENTURE","B",25000,NA,"0",0.31,"N",3,11.289781913656
25,80000,"MORTGAGE",9,"VENTURE","A",12000,7.88,"0",0.15,"N",3,11.289781913656
26,62900,"OWN",4,"MEDICAL","E",24250,NA,"1",0.33,"Y",2,11.0493014426885
22,31200,"RENT",7,"EDUCATION","B",12000,10.99,"1",0.38,"N",2,10.3481733737976
25,80000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",8500,7.51,"0",0.11,"N",2,11.289781913656
24,80000,"MORTGAGE",0,"MEDICAL","C",25000,NA,"0",0.31,"Y",2,11.289781913656
22,37392,"RENT",1,"EDUCATION","B",12000,10.62,"1",0.32,"N",2,10.5292120567786
22,80000,"MORTGAGE",6,"PERSONAL","A",5000,7.14,"0",0.06,"N",2,11.289781913656
21,32000,"RENT",6,"MEDICAL","D",12000,NA,"1",0.38,"Y",2,10.3734911817819
23,38000,"RENT",7,"PERSONAL","B",12000,11.71,"1",0.32,"N",2,10.5453414387085
23,80000,"OWN",2,"EDUCATION","F",6000,19.13,"0",0.07,"Y",4,11.289781913656
22,74000,"MORTGAGE",3,"PERSONAL","B",10000,11.83,"1",0.14,"N",3,11.2118203721863
21,38000,"RENT",5,"EDUCATION","B",12000,10.37,"1",0.32,"N",4,10.5453414387085
24,38000,"RENT",2,"PERSONAL","C",12000,13.23,"1",0.32,"Y",3,10.5453414387085
24,38000,"RENT",0,"VENTURE","B",12000,11.89,"1",0.32,"N",3,10.5453414387085
22,80000,"MORTGAGE",3,"DEBTCONSOLIDATION","A",6000,7.4,"0",0.07,"N",3,11.289781913656
25,80000,"MORTGAGE",4,"MEDICAL","A",6000,7.74,"0",0.07,"N",4,11.289781913656
24,38001,"RENT",4,"DEBTCONSOLIDATION","A",12000,6.17,"1",0.32,"N",3,10.5453677541517
24,80000,"MORTGAGE",0,"PERSONAL","A",6000,8.59,"0",0.07,"N",4,11.289781913656
25,80000,"OWN",6,"EDUCATION","B",25000,11.48,"0",0.31,"N",4,11.289781913656
22,38004,"RENT",5,"EDUCATION","B",12000,10.75,"1",0.32,"N",3,10.5454466963266
25,32004,"RENT",3,"MEDICAL","D",12000,14.96,"1",0.37,"Y",3,10.37361617397
22,80000,"MORTGAGE",1,"EDUCATION","A",2000,NA,"0",0.03,"N",4,11.289781913656
24,80000,"OWN",0,"VENTURE","A",5500,8.94,"0",0.07,"N",2,11.289781913656
25,38340,"RENT",9,"MEDICAL","B",12000,11.71,"1",0.31,"N",2,10.5542490165996
23,80000,"MORTGAGE",7,"PERSONAL","B",8500,11.14,"0",0.11,"N",2,11.289781913656
23,74000,"MORTGAGE",4,"HOMEIMPROVEMENT","B",25000,12.18,"1",0.34,"N",2,11.2118203721863
26,38400,"RENT",0,"EDUCATION","A",12000,8.9,"1",0.31,"N",4,10.5558127385758
25,80000,"MORTGAGE",2,"EDUCATION","B",22000,11.48,"0",0.28,"N",3,11.289781913656
25,39996,"OWN",2,"VENTURE","A",12000,8.94,"0",0.3,"N",3,10.5965347280957
26,38400,"RENT",0,"MEDICAL","A",12000,5.99,"1",0.31,"N",2,10.5558127385758
22,39000,"RENT",1,"EDUCATION","B",12000,11.11,"1",0.31,"N",3,10.5713169251118
26,80000,"MORTGAGE",5,"VENTURE","A",3000,8,"0",0.04,"N",4,11.289781913656
24,39996,"OWN",0,"VENTURE","A",3000,7.37,"0",0.08,"N",4,10.5965347280957
23,80000,"MORTGAGE",5,"VENTURE","E",8000,15.68,"0",0.1,"N",4,11.289781913656
25,39779,"RENT",8,"VENTURE","A",12000,5.79,"0",0.3,"N",2,10.5910944138316
23,80000,"MORTGAGE",7,"EDUCATION","B",17000,12.21,"0",0.21,"N",2,11.289781913656
22,74000,"MORTGAGE",4,"PERSONAL","D",15000,15.05,"1",0.2,"N",3,11.2118203721863
25,39900,"RENT",8,"EDUCATION","B",12000,9.88,"0",0.3,"N",4,10.594131602878
26,74000,"MORTGAGE",4,"EDUCATION","B",7500,10.08,"1",0.1,"N",4,11.2118203721863
24,80000,"MORTGAGE",8,"EDUCATION","A",7500,8.63,"0",0.09,"N",4,11.289781913656
24,39996,"RENT",8,"DEBTCONSOLIDATION","B",12000,12.69,"0",0.3,"N",3,10.5965347280957
22,80000,"MORTGAGE",0,"DEBTCONSOLIDATION","A",10000,8.32,"0",0.13,"N",2,11.289781913656
23,39996,"RENT",6,"PERSONAL","B",12000,9.63,"0",0.3,"N",2,10.5965347280957
24,80000,"OWN",8,"MEDICAL","B",20000,9.51,"0",0.25,"N",2,11.289781913656
22,74000,"MORTGAGE",1,"VENTURE","E",25000,14.38,"1",0.34,"Y",3,11.2118203721863
24,40000,"RENT",6,"MEDICAL","C",12000,13.49,"0",0.3,"N",2,10.5966347330961
25,80004,"MORTGAGE",0,"DEBTCONSOLIDATION","A",3600,7.49,"0",0.04,"N",4,11.2898319124061
24,80004,"MORTGAGE",8,"HOMEIMPROVEMENT","A",6000,6.17,"0",0.07,"N",3,11.2898319124061
26,40000,"RENT",0,"DEBTCONSOLIDATION","B",12000,9.99,"0",0.3,"N",3,10.5966347330961
26,40000,"RENT",2,"MEDICAL","A",12000,7.51,"0",0.3,"N",2,10.5966347330961
26,80004,"MORTGAGE",4,"PERSONAL","B",15000,11.86,"0",0.19,"N",3,11.2898319124061
26,40000,"RENT",2,"MEDICAL","A",12000,7.88,"0",0.3,"N",2,10.5966347330961
