"person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length","log_person_income"
23,95000,"RENT",0,"EDUCATION","B",14000,12.69,"0",0.15,"N",2,11.4616321705827
24,1e+05,"MORTGAGE",2,"DEBTCONSOLIDATION","B",5000,9.62,"0",0.05,"N",4,11.5129254649702
24,98000,"RENT",4,"EDUCATION","C",14000,14.26,"1",0.14,"N",3,11.4927227576527
25,1e+05,"MORTGAGE",9,"PERSONAL","C",7000,13.98,"0",0.07,"N",3,11.5129254649702
24,1e+05,"MORTGAGE",0,"DEBTCONSOLIDATION","C",16000,14.72,"0",0.16,"N",2,11.5129254649702
23,122000,"RENT",7,"DEBTCONSOLIDATION","C",14000,13.48,"0",0.11,"Y",2,11.7117763237154
24,1e+05,"OWN",2,"HOMEIMPROVEMENT","B",24000,10.99,"0",0.24,"N",4,11.5129254649702
24,1e+05,"MORTGAGE",8,"PERSONAL","D",17400,16.07,"0",0.17,"Y",4,11.5129254649702
25,1e+05,"MORTGAGE",9,"EDUCATION","B",8000,10.25,"0",0.08,"N",3,11.5129254649702
23,1e+05,"OWN",0,"VENTURE","C",1000,14.26,"0",0.01,"N",3,11.5129254649702
23,24000,"RENT",1,"VENTURE","B",14075,NA,"1",0.59,"N",3,10.0858091093301
26,1e+05,"MORTGAGE",0,"EDUCATION","C",10000,14.26,"0",0.1,"N",2,11.5129254649702
21,27996,"RENT",2,"VENTURE","B",14075,NA,"1",0.5,"N",2,10.2398169218094
23,1e+05,"MORTGAGE",4,"DEBTCONSOLIDATION","C",10000,13.57,"0",0.1,"N",3,11.5129254649702
23,32000,"RENT",5,"MEDICAL","A",14125,7.9,"1",0.44,"N",2,10.3734911817819
24,88000,"MORTGAGE",0,"EDUCATION","B",15000,10.2,"1",0.17,"N",4,11.3850920934603
24,88000,"MORTGAGE",0,"HOMEIMPROVEMENT","C",6400,11.66,"1",0.07,"Y",3,11.3850920934603
23,100080,"MORTGAGE",7,"PERSONAL","B",20600,12.53,"0",0.21,"N",4,11.5137251451408
23,100800,"MORTGAGE",4,"DEBTCONSOLIDATION","A",20000,7.9,"0",0.2,"N",4,11.5208936346194
26,100800,"MORTGAGE",7,"EDUCATION","B",8000,11.99,"0",0.08,"N",3,11.5208936346194
22,30000,"OWN",6,"VENTURE","A",6000,7.49,"0",0.2,"N",3,10.3089526606443
24,101900,"MORTGAGE",0,"VENTURE","A",13600,6.62,"0",0.13,"N",3,11.5317472192108
24,102000,"OWN",5,"PERSONAL","A",23800,8.9,"0",0.23,"N",2,11.5327280922664
26,102000,"MORTGAGE",5,"PERSONAL","A",13000,5.42,"0",0.13,"N",3,11.5327280922664
24,57000,"RENT",8,"MEDICAL","A",14400,7.49,"0",0.25,"N",4,10.9508065468167
22,102000,"MORTGAGE",3,"MEDICAL","A",18000,8.49,"0",0.18,"N",3,11.5327280922664
23,58977,"RENT",7,"DEBTCONSOLIDATION","C",14400,NA,"0",0.24,"N",4,10.9849028163757
26,102000,"MORTGAGE",6,"DEBTCONSOLIDATION","C",6000,13.61,"0",0.06,"N",2,11.5327280922664
24,102000,"MORTGAGE",7,"MEDICAL","B",7200,NA,"0",0.07,"N",3,11.5327280922664
23,60996,"RENT",7,"PERSONAL","C",14400,12.84,"0",0.24,"N",3,11.0185635672349
25,102211,"MORTGAGE",3,"DEBTCONSOLIDATION","B",15000,11.58,"0",0.15,"N",2,11.5347945830538
26,102456,"MORTGAGE",10,"VENTURE","D",25000,NA,"0",0.24,"Y",2,11.5371887171059
22,103000,"MORTGAGE",7,"VENTURE","D",15000,15.99,"0",0.15,"Y",2,11.5424842672118
22,103000,"MORTGAGE",NA,"MEDICAL","A",2500,NA,"0",0.02,"N",3,11.5424842672118
24,103000,"MORTGAGE",8,"HOMEIMPROVEMENT","B",6400,10.37,"0",0.06,"N",3,11.5424842672118
22,76000,"RENT",0,"EDUCATION","C",14400,14.35,"0",0.19,"N",2,11.2384886192685
21,80400,"RENT",5,"VENTURE","A",14400,NA,"0",0.18,"N",4,11.2947694551671
25,104000,"OWN",2,"HOMEIMPROVEMENT","A",10000,6.92,"0",0.1,"N",2,11.5521461781235
22,1e+05,"RENT",2,"MEDICAL","B",14400,10.74,"0",0.14,"N",3,11.5129254649702
26,30000,"OWN",3,"PERSONAL","B",7000,9.99,"0",0.23,"N",2,10.3089526606443
24,104000,"MORTGAGE",2,"VENTURE","A",19000,NA,"0",0.18,"N",4,11.5521461781235
25,113000,"RENT",8,"DEBTCONSOLIDATION","B",14400,11.71,"1",0.13,"N",4,11.6351430976945
24,135000,"RENT",6,"MEDICAL","B",14400,12.69,"0",0.11,"N",4,11.8130300574206
21,104000,"MORTGAGE",5,"EDUCATION","A",15000,9.63,"0",0.14,"N",4,11.5521461781235
26,105000,"OWN",10,"HOMEIMPROVEMENT","B",4800,11.71,"0",0.05,"N",4,11.5617156291397
26,105000,"MORTGAGE",0,"PERSONAL","B",5300,12.69,"0",0.05,"N",4,11.5617156291397
26,105000,"OWN",10,"VENTURE","D",10000,15.65,"0",0.1,"Y",4,11.5617156291397
22,105000,"MORTGAGE",3,"PERSONAL","C",16000,12.73,"0",0.15,"Y",4,11.5617156291397
24,105000,"MORTGAGE",0,"VENTURE","A",18000,8.94,"0",0.17,"N",3,11.5617156291397
22,105000,"MORTGAGE",6,"MEDICAL","B",12800,11.83,"0",0.12,"N",2,11.5617156291397
26,105000,"MORTGAGE",1,"VENTURE","B",20000,NA,"0",0.19,"N",4,11.5617156291397
22,30000,"OWN",0,"EDUCATION","B",2500,12.53,"0",0.08,"N",2,10.3089526606443
25,105000,"MORTGAGE",6,"PERSONAL","D",6500,13.87,"0",0.06,"N",4,11.5617156291397
24,105000,"MORTGAGE",4,"VENTURE","C",4000,11.34,"0",0.04,"N",4,11.5617156291397
23,38800,"RENT",2,"MEDICAL","A",14575,NA,"1",0.38,"N",4,10.5661755256114
24,105018,"MORTGAGE",8,"HOMEIMPROVEMENT","D",28000,15.62,"0",0.27,"Y",4,11.5618870430189
23,106000,"MORTGAGE",7,"EDUCATION","A",10000,7.14,"0",0.09,"N",2,11.5711943730942
26,30000,"OWN",3,"EDUCATION","B",7500,11.14,"0",0.25,"N",3,10.3089526606443
24,106000,"MORTGAGE",8,"DEBTCONSOLIDATION","A",4575,7.51,"0",0.04,"N",2,11.5711943730942
21,31200,"RENT",NA,"MEDICAL","A",15000,6.62,"1",0.48,"N",3,10.3481733737976
25,106226,"MORTGAGE",9,"EDUCATION","B",20000,12.18,"0",0.19,"N",4,11.5733241789185
23,106921,"MORTGAGE",6,"MEDICAL","B",30000,9.99,"0",0.28,"N",3,11.5798455229962
25,30000,"OWN",1,"PERSONAL","A",3000,9.63,"0",0.1,"N",2,10.3089526606443
22,80750,"MORTGAGE",1,"MEDICAL","D",24000,15.99,"1",0.25,"N",4,11.2991132410849
23,95000,"MORTGAGE",3,"HOMEIMPROVEMENT","F",15000,17.03,"1",0.16,"N",2,11.4616321705827
23,107280,"MORTGAGE",4,"EDUCATION","E",25000,16.45,"0",0.23,"Y",4,11.5831975179556
24,30000,"OWN",6,"HOMEIMPROVEMENT","B",7500,10.96,"0",0.25,"N",4,10.3089526606443
23,34884,"RENT",3,"EDUCATION","A",2000,6.92,"0",0.06,"N",2,10.4597835503469
25,35000,"RENT",5,"VENTURE","B",2000,9.91,"0",0.06,"N",4,10.4631033404715
24,108000,"MORTGAGE",8,"DEBTCONSOLIDATION","A",4200,NA,"0",0.04,"N",3,11.5898865061064
26,108000,"MORTGAGE",1,"EDUCATION","A",6000,7.49,"0",0.06,"N",4,11.5898865061064
26,96000,"MORTGAGE",2,"VENTURE","G",10000,21.14,"1",0.1,"N",3,11.47210347045
25,108000,"MORTGAGE",10,"HOMEIMPROVEMENT","B",24250,10.75,"0",0.22,"N",2,11.5898865061064
25,108000,"MORTGAGE",5,"VENTURE","A",10000,7.88,"0",0.09,"N",3,11.5898865061064
24,108000,"MORTGAGE",5,"EDUCATION","D",9950,14.96,"0",0.09,"Y",4,11.5898865061064
23,37000,"RENT",2,"PERSONAL","B",2000,11.14,"0",0.05,"N",4,10.5186731916264
25,37315,"RENT",1,"DEBTCONSOLIDATION","A",2000,6.39,"0",0.05,"N",4,10.5271506695655
23,38400,"RENT",1,"VENTURE","A",2000,7.66,"0",0.05,"N",3,10.5558127385758
23,108600,"MORTGAGE",3,"MEDICAL","C",8000,12.87,"0",0.07,"Y",2,11.595426686482
24,109000,"MORTGAGE",8,"EDUCATION","B",6000,11.99,"0",0.06,"N",4,11.5991031612113
26,109000,"MORTGAGE",0,"DEBTCONSOLIDATION","A",20000,6.54,"0",0.18,"N",3,11.5991031612113
24,109000,"MORTGAGE",9,"VENTURE","B",15250,11.14,"0",0.14,"N",4,11.5991031612113
23,109200,"MORTGAGE",4,"VENTURE","A",10000,8.63,"0",0.09,"N",2,11.6009363422929
21,33800,"RENT",5,"MEDICAL","B",15000,11.71,"1",0.44,"N",2,10.4282160814711
22,33996,"RENT",6,"VENTURE","D",15000,14.96,"1",0.44,"Y",4,10.4339981496185
26,28944,"OWN",10,"EDUCATION","B",9000,NA,"0",0.31,"N",4,10.2731182076351
24,110000,"MORTGAGE",8,"PERSONAL","A",27300,7.51,"0",0.25,"N",3,11.6082356447746
23,110000,"MORTGAGE",NA,"EDUCATION","B",25000,9.91,"0",0.23,"N",3,11.6082356447746
24,37200,"RENT",3,"VENTURE","D",2000,NA,"1",0.05,"N",2,10.5240640402612
24,98000,"MORTGAGE",1,"DEBTCONSOLIDATION","C",16000,14.79,"1",0.16,"Y",2,11.4927227576527
23,45000,"RENT",3,"EDUCATION","B",2000,NA,"0",0.04,"N",3,10.7144177687525
26,110000,"MORTGAGE",0,"VENTURE","A",15600,6.17,"0",0.14,"N",4,11.6082356447746
24,45996,"RENT",3,"MEDICAL","C",2000,12.98,"0",0.04,"Y",2,10.7363097151686
21,110000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",10000,6.54,"0",0.09,"N",2,11.6082356447746
22,110000,"MORTGAGE",0,"EDUCATION","A",12000,7.14,"0",0.11,"N",2,11.6082356447746
24,110000,"MORTGAGE",8,"EDUCATION","A",6000,8.59,"0",0.05,"N",3,11.6082356447746
24,110000,"MORTGAGE",7,"PERSONAL","A",12000,8.94,"0",0.11,"N",3,11.6082356447746
22,98000,"MORTGAGE",1,"HOMEIMPROVEMENT","A",9000,9.63,"1",0.09,"N",2,11.4927227576527
26,36000,"RENT",2,"PERSONAL","A",15000,7.66,"1",0.42,"N",3,10.4912742174382
23,36000,"RENT",3,"VENTURE","D",15000,14.59,"1",0.42,"N",4,10.4912742174382
26,110004,"MORTGAGE",1,"VENTURE","B",12000,10.36,"0",0.11,"N",3,11.6082720077498
26,110400,"MORTGAGE",3,"PERSONAL","F",9800,NA,"0",0.09,"Y",3,11.6118654128251
22,110500,"MORTGAGE",1,"MEDICAL","B",12250,11.26,"0",0.11,"N",4,11.6127707999399
25,111262,"MORTGAGE",2,"PERSONAL","B",20000,12.53,"0",0.18,"N",3,11.61964305938
21,32000,"RENT",6,"PERSONAL","C",15000,15.27,"1",0.47,"Y",3,10.3734911817819
22,38000,"RENT",0,"EDUCATION","C",15000,NA,"1",0.39,"Y",4,10.5453414387085
23,112000,"MORTGAGE",5,"PERSONAL","B",12000,11.99,"0",0.11,"N",3,11.6262541502772
23,40000,"RENT",6,"VENTURE","B",15000,11.71,"1",0.38,"N",4,10.5966347330961
26,34988,"RENT",9,"HOMEIMPROVEMENT","C",15000,13.98,"1",0.43,"N",2,10.4627604245397
24,101000,"MORTGAGE",3,"EDUCATION","A",7000,NA,"1",0.07,"N",4,11.5228757958234
22,113000,"MORTGAGE",6,"EDUCATION","B",25000,12.53,"0",0.22,"N",4,11.6351430976945
23,42000,"RENT",7,"VENTURE","C",15000,13.49,"1",0.36,"N",3,10.6454248972655
25,113135,"MORTGAGE",9,"PERSONAL","B",25000,10.59,"0",0.22,"N",2,11.6363370748854
25,115000,"MORTGAGE",9,"PERSONAL","A",4000,6.03,"0",0.03,"N",4,11.6526874073454
22,43000,"RENT",7,"DEBTCONSOLIDATION","B",15000,10.99,"1",0.35,"N",2,10.6689553946757
25,115000,"MORTGAGE",3,"DEBTCONSOLIDATION","C",7000,NA,"0",0.06,"Y",4,11.6526874073454
22,45000,"RENT",0,"DEBTCONSOLIDATION","B",15000,10.37,"1",0.33,"N",2,10.7144177687525
25,115000,"MORTGAGE",4,"VENTURE","A",20000,6.91,"0",0.17,"N",2,11.6526874073454
23,45000,"RENT",0,"MEDICAL","B",15000,NA,"1",0.33,"N",3,10.7144177687525
25,115000,"MORTGAGE",4,"MEDICAL","A",4000,7.88,"0",0.03,"N",4,11.6526874073454
24,115000,"MORTGAGE",7,"HOMEIMPROVEMENT","A",1500,6.76,"0",0.01,"N",4,11.6526874073454
26,115000,"MORTGAGE",5,"VENTURE","B",6000,10.75,"0",0.05,"N",2,11.6526874073454
25,115000,"MORTGAGE",4,"VENTURE","C",25000,12.53,"0",0.22,"Y",4,11.6526874073454
24,115500,"MORTGAGE",8,"HOMEIMPROVEMENT","A",10000,7.75,"0",0.09,"N",4,11.657025808944
25,115731,"MORTGAGE",3,"HOMEIMPROVEMENT","A",7200,7.14,"0",0.06,"N",4,11.6590238116067
23,116000,"MORTGAGE",8,"EDUCATION","D",15825,15.62,"0",0.14,"Y",4,11.6613454700885
24,35000,"RENT",0,"MEDICAL","A",1800,7.14,"0",0.05,"N",2,10.4631033404715
23,117000,"MORTGAGE",7,"MEDICAL","B",3700,10.74,"0",0.03,"N",3,11.6699292137799
23,47000,"RENT",1,"PERSONAL","C",15000,12.04,"1",0.32,"Y",2,10.7579028806922
24,42000,"RENT",8,"EDUCATION","C",15000,15.27,"1",0.36,"N",3,10.6454248972655
22,107000,"MORTGAGE",6,"HOMEIMPROVEMENT","E",24000,19.69,"1",0.22,"Y",2,11.580584113444
25,43000,"RENT",9,"MEDICAL","D",15000,15.57,"1",0.35,"N",3,10.6689553946757
25,120000,"MORTGAGE",5,"HOMEIMPROVEMENT","A",21000,7.9,"0",0.17,"N",2,11.6952470217642
24,25920,"OWN",4,"EDUCATION","D",3250,15.99,"0",0.13,"Y",4,10.1627701504662
25,120000,"MORTGAGE",9,"MEDICAL","A",5000,8.49,"0",0.04,"N",3,11.6952470217642
26,120000,"MORTGAGE",11,"VENTURE","A",10000,5.99,"0",0.08,"N",4,11.6952470217642
23,50000,"RENT",7,"PERSONAL","B",15000,10.37,"0",0.3,"N",3,10.8197782844103
22,120000,"MORTGAGE",3,"MEDICAL","C",5000,14.79,"0",0.04,"N",2,11.6952470217642
23,50000,"RENT",7,"PERSONAL","A",15000,7.88,"0",0.3,"N",4,10.8197782844103
24,91800,"MORTGAGE",8,"MEDICAL","D",5000,15.99,"1",0.05,"N",2,11.4273675766086
24,50000,"RENT",2,"VENTURE","B",15000,11.36,"0",0.3,"N",2,10.8197782844103
22,120000,"MORTGAGE",3,"MEDICAL","A",22000,7.49,"0",0.18,"N",3,11.6952470217642
22,44172,"RENT",4,"PERSONAL","B",15000,10.37,"1",0.34,"N",3,10.695846383167
26,120000,"MORTGAGE",10,"MEDICAL","A",10000,5.42,"0",0.08,"N",2,11.6952470217642
24,51996,"RENT",2,"MEDICAL","C",15000,13.22,"0",0.29,"N",3,10.8589220715279
23,52000,"RENT",7,"VENTURE","C",15000,14.26,"0",0.29,"N",3,10.8589989975636
23,120000,"MORTGAGE",2,"EDUCATION","A",6000,6.76,"0",0.05,"N",3,11.6952470217642
24,91800,"MORTGAGE",8,"MEDICAL","D",15000,16.32,"1",0.14,"Y",2,11.4273675766086
26,120000,"OWN",10,"PERSONAL","C",15000,13.11,"0",0.13,"Y",4,11.6952470217642
24,91800,"MORTGAGE",0,"MEDICAL","C",16000,14.22,"1",0.15,"N",4,11.4273675766086
23,25000,"OWN",1,"EDUCATION","A",8000,8.59,"0",0.32,"N",3,10.1266311038503
26,120000,"MORTGAGE",10,"HOMEIMPROVEMENT","C",20000,13.79,"0",0.17,"Y",4,11.6952470217642
23,48000,"RENT",4,"EDUCATION","C",1600,13.98,"0",0.03,"N",3,10.77895628989
25,121000,"MORTGAGE",1,"EDUCATION","B",3600,11.83,"0",0.03,"N",3,11.7035458245789
23,14088,"RENT",2,"MEDICAL","B",1500,8.88,"0",0.11,"N",2,9.55307865017604
25,121680,"MORTGAGE",3,"HOMEIMPROVEMENT","B",15000,10.37,"0",0.12,"N",3,11.7091499269332
25,110000,"MORTGAGE",9,"DEBTCONSOLIDATION","D",12000,15.99,"1",0.11,"N",3,11.6082356447746
23,122000,"MORTGAGE",5,"PERSONAL","A",12000,7.29,"0",0.1,"N",3,11.7117763237154
22,24600,"OWN",1,"PERSONAL","B",4750,10,"0",0.19,"N",4,10.1105017219205
26,122000,"MORTGAGE",10,"PERSONAL","A",6000,7.51,"0",0.05,"N",2,11.7117763237154
23,122004,"MORTGAGE",7,"EDUCATION","B",11200,10.99,"0",0.09,"N",3,11.7118091100632
21,17000,"RENT",0,"DEBTCONSOLIDATION","E",1500,18.64,"1",0.09,"N",2,9.74096862303835
24,123000,"MORTGAGE",6,"PERSONAL","C",8000,12.68,"0",0.07,"N",4,11.7199396343546
21,18000,"RENT",3,"PERSONAL","C",1500,12.87,"0",0.08,"Y",4,9.7981270368783
25,123996,"OWN",9,"HOMEIMPROVEMENT","A",10000,6.54,"0",0.08,"N",3,11.7280045860024
26,124500,"MORTGAGE",10,"PERSONAL","B",6000,10.62,"0",0.05,"N",2,11.7320609948869
21,112800,"MORTGAGE",2,"EDUCATION","C",16000,13.48,"1",0.14,"Y",2,11.6333716180461
23,124896,"MORTGAGE",5,"VENTURE","B",14400,NA,"0",0.12,"N",2,11.7352366699803
25,125000,"OWN",9,"PERSONAL","A",15000,7.9,"0",0.12,"N",3,11.7360690162844
24,20160,"RENT",3,"MEDICAL","C",1500,13.35,"0",0.07,"N",4,9.91145572218531
22,24000,"RENT",0,"EDUCATION","E",1500,18.79,"1",0.06,"Y",3,10.0858091093301
26,125000,"OWN",10,"MEDICAL","A",6000,5.42,"0",0.05,"N",4,11.7360690162844
24,125000,"MORTGAGE",9,"DEBTCONSOLIDATION","B",25000,10,"0",0.2,"N",2,11.7360690162844
26,48000,"RENT",1,"PERSONAL","E",15000,18.64,"1",0.31,"Y",3,10.77895628989
23,113000,"MORTGAGE",6,"DEBTCONSOLIDATION","B",10000,10.38,"1",0.09,"N",3,11.6351430976945
24,49200,"RENT",8,"DEBTCONSOLIDATION","E",15000,18.39,"1",0.3,"Y",4,10.8036489024804
24,49700,"RENT",3,"MEDICAL","E",15000,15.68,"1",0.3,"N",4,10.8137602120847
25,125000,"MORTGAGE",1,"HOMEIMPROVEMENT","D",14000,14.42,"0",0.11,"N",4,11.7360690162844
26,125000,"MORTGAGE",4,"MEDICAL","A",9600,5.79,"0",0.08,"N",2,11.7360690162844
23,24000,"OWN",5,"EDUCATION","B",7000,11.86,"0",0.29,"N",4,10.0858091093301
25,126000,"MORTGAGE",9,"VENTURE","B",10200,NA,"0",0.08,"N",4,11.7440371859336
26,126000,"MORTGAGE",3,"PERSONAL","A",11000,7.14,"0",0.09,"N",4,11.7440371859336
23,24000,"OWN",0,"EDUCATION","A",7000,7.14,"0",0.29,"N",3,10.0858091093301
22,126000,"MORTGAGE",6,"EDUCATION","B",24000,11.36,"0",0.19,"N",4,11.7440371859336
26,127000,"MORTGAGE",5,"DEBTCONSOLIDATION","C",4900,NA,"0",0.04,"Y",3,11.7519423654407
23,129600,"OWN",7,"PERSONAL","A",13500,5.42,"0",0.1,"N",2,11.7722080629003
23,129996,"MORTGAGE",2,"VENTURE","B",30000,11.11,"0",0.23,"N",4,11.7752589597336
22,60000,"RENT",5,"EDUCATION","B",15000,10.59,"0",0.25,"N",3,11.0020998412042
24,60000,"RENT",4,"VENTURE","A",15000,6.17,"0",0.25,"N",3,11.0020998412042
23,130000,"MORTGAGE",7,"MEDICAL","B",25000,11.12,"0",0.19,"N",3,11.7752897294377
24,130000,"MORTGAGE",8,"HOMEIMPROVEMENT","A",15000,7.88,"0",0.12,"N",4,11.7752897294377
25,130000,"MORTGAGE",2,"VENTURE","A",12000,7.51,"0",0.09,"N",2,11.7752897294377
24,130000,"MORTGAGE",8,"PERSONAL","C",13000,13.61,"0",0.1,"N",4,11.7752897294377
25,130000,"MORTGAGE",5,"VENTURE","C",20000,13.48,"0",0.15,"N",2,11.7752897294377
21,56000,"RENT",5,"MEDICAL","E",15000,16,"1",0.27,"N",2,10.9331069697173
24,130000,"MORTGAGE",0,"HOMEIMPROVEMENT","C",15000,14.26,"0",0.12,"Y",4,11.7752897294377
24,130000,"OWN",8,"VENTURE","B",22800,NA,"0",0.18,"N",3,11.7752897294377
21,65000,"RENT",4,"PERSONAL","B",15000,12.42,"0",0.23,"N",4,11.0821425488778
26,22440,"OWN",10,"VENTURE","B",4750,11.86,"0",0.21,"N",4,10.0186003596366
25,131000,"MORTGAGE",1,"PERSONAL","C",7500,12.29,"0",0.06,"N",3,11.7829526021833
24,22320,"OWN",4,"MEDICAL","E",1000,16.32,"1",0.04,"N",2,10.0132384164952
26,132000,"MORTGAGE",3,"PERSONAL","A",2000,7.51,"0",0.02,"N",3,11.7905572015685
25,65000,"RENT",4,"PERSONAL","C",15000,13.49,"0",0.23,"N",2,11.0821425488778
23,65000,"RENT",7,"VENTURE","B",15000,11.12,"0",0.23,"N",3,11.0821425488778
23,132000,"MORTGAGE",7,"PERSONAL","C",9000,11.34,"0",0.07,"Y",3,11.7905572015685
23,65000,"RENT",3,"VENTURE","A",15000,8.94,"0",0.23,"N",3,11.0821425488778
24,132652,"MORTGAGE",8,"MEDICAL","A",28000,8.49,"0",0.21,"N",3,11.7954844367232
25,133119,"MORTGAGE",10,"DEBTCONSOLIDATION","B",25000,NA,"0",0.19,"N",3,11.7989987440076
25,59004,"RENT",1,"VENTURE","D",15000,15.58,"1",0.25,"N",2,10.9853605171999
25,134748,"MORTGAGE",4,"HOMEIMPROVEMENT","B",25000,10.75,"0",0.19,"N",3,11.8111616463605
24,135000,"MORTGAGE",4,"MEDICAL","A",25000,7.49,"0",0.19,"N",2,11.8130300574206
26,104550,"MORTGAGE",5,"MEDICAL","D",24000,15.21,"1",0.2,"Y",4,11.5574207048568
25,70000,"RENT",9,"HOMEIMPROVEMENT","D",15000,16.02,"0",0.21,"N",4,11.1562505210315
25,136000,"MORTGAGE",1,"DEBTCONSOLIDATION","C",8000,12.87,"0",0.06,"N",3,11.8204101647182
23,140000,"OWN",6,"EDUCATION","C",16400,15.96,"0",0.12,"Y",3,11.8493977015914
26,66000,"RENT",2,"PERSONAL","D",15000,16.02,"1",0.23,"N",2,11.0974100210086
23,140000,"MORTGAGE",4,"PERSONAL","A",12000,5.42,"0",0.09,"N",3,11.8493977015914
23,140000,"MORTGAGE",7,"PERSONAL","A",12000,8.49,"0",0.09,"N",3,11.8493977015914
24,140000,"MORTGAGE",3,"PERSONAL","A",4475,7.49,"0",0.03,"N",4,11.8493977015914
23,73500,"RENT",3,"PERSONAL","B",15000,11.89,"0",0.2,"N",3,11.2050406852009
26,140000,"MORTGAGE",10,"VENTURE","B",24250,12.53,"0",0.17,"N",3,11.8493977015914
21,75000,"RENT",5,"MEDICAL","B",15000,10.37,"0",0.2,"N",4,11.2252433925184
21,20004,"OWN",2,"MEDICAL","B",2500,9.63,"0",0.12,"N",2,9.90368753253879
23,75000,"RENT",6,"EDUCATION","A",15000,6.54,"0",0.2,"N",3,11.2252433925184
24,142000,"OWN",0,"VENTURE","A",7500,7.88,"0",0.05,"N",2,11.8635823365834
24,143123,"MORTGAGE",2,"PERSONAL","D",4000,12.61,"0",0.03,"N",4,11.8714596793939
24,132000,"MORTGAGE",8,"DEBTCONSOLIDATION","D",1500,17.27,"1",0.01,"N",2,11.7905572015685
23,144000,"MORTGAGE",7,"PERSONAL","A",10000,5.99,"0",0.07,"N",2,11.8775685785581
26,144000,"MORTGAGE",2,"EDUCATION","A",12000,7.49,"0",0.08,"N",3,11.8775685785581
23,145000,"MORTGAGE",3,"MEDICAL","B",12000,10.37,"0",0.08,"N",2,11.8844890214027
21,80000,"RENT",3,"VENTURE","A",15000,NA,"0",0.19,"N",2,11.289781913656
23,145000,"OWN",7,"EDUCATION","B",20800,11.83,"0",0.14,"N",4,11.8844890214027
26,80000,"RENT",11,"VENTURE","A",15000,8.49,"0",0.19,"N",2,11.289781913656
26,19500,"OWN",0,"PERSONAL","A",5000,8,"1",0.26,"N",3,9.87816974455184
23,75000,"RENT",0,"PERSONAL","C",15000,13.57,"1",0.2,"Y",3,11.2252433925184
25,150000,"MORTGAGE",3,"MEDICAL","A",12000,NA,"0",0.08,"N",2,11.9183905730784
25,150000,"MORTGAGE",8,"DEBTCONSOLIDATION","C",5000,12.99,"0",0.03,"Y",4,11.9183905730784
21,85000,"RENT",2,"VENTURE","B",15000,10.95,"0",0.18,"N",3,11.3504065354725
25,150000,"MORTGAGE",9,"DEBTCONSOLIDATION","A",12000,NA,"0",0.08,"N",4,11.9183905730784
22,87800,"RENT",3,"MEDICAL","B",15000,11.36,"0",0.17,"N",4,11.3828167796232
25,150000,"MORTGAGE",3,"HOMEIMPROVEMENT","A",15000,6.54,"0",0.1,"N",2,11.9183905730784
26,78000,"RENT",1,"DEBTCONSOLIDATION","B",15000,12.42,"1",0.19,"N",3,11.2644641056717
22,90000,"RENT",5,"MEDICAL","B",15000,11.49,"0",0.17,"N",4,11.4075649493124
26,90000,"RENT",8,"PERSONAL","D",15000,NA,"0",0.17,"Y",3,11.4075649493124
24,90000,"RENT",9,"VENTURE","D",15000,14.42,"0",0.17,"Y",3,11.4075649493124
25,150000,"MORTGAGE",6,"DEBTCONSOLIDATION","C",5000,13.16,"0",0.03,"Y",4,11.9183905730784
24,68000,"RENT",5,"MEDICAL","D",15000,15.58,"1",0.19,"Y",4,11.1272629841582
23,150000,"MORTGAGE",8,"DEBTCONSOLIDATION","B",24000,9.76,"0",0.16,"N",4,11.9183905730784
23,150600,"MORTGAGE",3,"EDUCATION","A",2400,7.49,"0",0.02,"N",2,11.9223825943479
26,152229,"OWN",3,"PERSONAL","B",15000,11.36,"0",0.1,"N",2,11.9331412450243
25,154000,"MORTGAGE",2,"HOMEIMPROVEMENT","C",9200,12.61,"0",0.06,"Y",4,11.9447078813958
25,39000,"RENT",9,"VENTURE","D",15200,16,"1",0.39,"N",3,10.5713169251118
24,48000,"RENT",4,"DEBTCONSOLIDATION","B",15200,11.48,"1",0.32,"N",3,10.77895628989
22,28080,"RENT",5,"VENTURE","E",15250,16.7,"1",0.54,"N",4,10.2428128581397
23,31200,"RENT",0,"MEDICAL","E",15250,17.93,"1",0.49,"N",2,10.3481733737976
26,155142,"MORTGAGE",6,"PERSONAL","D",23000,18.25,"0",0.15,"N",2,11.9520961055436
26,34000,"RENT",3,"VENTURE","C",15250,13.22,"1",0.45,"Y",2,10.4341158035983
24,156000,"MORTGAGE",8,"EDUCATION","B",15000,10.25,"0",0.1,"N",3,11.9576112862317
24,59000,"RENT",7,"HOMEIMPROVEMENT","D",15250,14.96,"0",0.26,"N",4,10.9852927228879
23,54000,"RENT",7,"DEBTCONSOLIDATION","B",15550,11.71,"0",0.29,"N",4,10.8967393255464
23,60000,"RENT",0,"PERSONAL","B",15600,12.69,"0",0.26,"N",4,11.0020998412042
23,160000,"MORTGAGE",7,"DEBTCONSOLIDATION","A",15000,7.91,"0",0.09,"N",4,11.982929094216
23,68000,"RENT",3,"MEDICAL","B",15700,11.49,"0",0.23,"N",2,11.1272629841582
